label,score,system_verdict,title_a,title_b,starts_a,starts_b,venue_a,venue_b,source_a,source_b,fingerprint_a,fingerprint_b
,0.421,distinct,Nouera Feelgood Club Kurse (wöchentlich),Peter Fellner: Glumpert,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",OK Linz,Nouera Feelgood Club,linztermine.at (open data XML),nouera feelgood club kurse woechentlich|2026-07-07|,peter fellner glumpert|2026-07-07|
,0.421,distinct,Polterrunde – Polter-Laube reservieren,Die Zwerge freuen sich auf den Besuch,2026-07-07T00:00:00+02:00,2026-07-07T10:00:00+02:00,Linzer Alm,Linz Linien Grottenbahn,Linzer Alm,linztermine.at (open data XML),polterrunde polter laube reservieren|2026-07-07|,zwerge freuen sich besuch|2026-07-07|
,0.421,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Yoga-5er-Block,2026-07-07T00:00:00+02:00,2026-07-07T00:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",sommerbespielung schaufenster kreisgefluester|2026-07-07|,yoga er block|2026-07-07|
,0.421,distinct,Après-Ski & Stimmungshits – Freitagsparty,Monolog-Festival,2026-07-10T22:00:00+02:00,2026-07-10T00:00:00+02:00,Linzer Alm,Linz Innenstadt,Linzer Alm,linztermine.at (open data XML),apres ski stimmungshits freitagsparty|2026-07-10|,monolog festival|2026-07-10|
,0.421,distinct,Freitagsausfahrt,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-10T00:00:00+02:00,2026-07-10T00:00:00+02:00,ASKÖ Kajakverein Donau Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,ASKÖ Kajakverein Donau Linz,linztermine.at (open data XML),freitagsausfahrt|2026-07-10|,sommerbespielung schaufenster kreisgefluester|2026-07-10|
,0.421,distinct,Markt Dornach Auhof | LINZER GENUSS MÄRKTE,Rainhard Fendrich,2026-07-11T06:30:00+02:00,2026-07-11T00:00:00+02:00,Pfarre Linz - Hl. Geist,Domplatz Linz,linztermine.at (open data XML),Klassik am Dom,markt dornach auhof linzer genuss maerkte|2026-07-11|,rainhard fendrich|2026-07-11|
,0.421,distinct,Rainhard Fendrich,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-11T00:00:00+02:00,2026-07-11T00:00:00+02:00,Domplatz Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich|2026-07-11|,sommerbespielung schaufenster kreisgefluester|2026-07-11|
,0.421,distinct,Escape Rooms bei Masters Of Escape,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T20:00:00+02:00,2026-07-12T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),escape rooms masters escape|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.421,distinct,Jugend- & Vereinsabend (Spg. Nettingsdorf/Traun),Stadtspazierer,2026-07-09T00:00:00+02:00,2026-07-09T10:30:00+02:00,UG des Rathauses Haid,Altes Rathaus,Schach OÖ Vereinsverzeichnis,linztermine.at (open data XML),jugend vereinsabend spg nettingsdorf traun|2026-07-09|,stadtspazierer|2026-07-09|
,0.421,distinct,Spg. Nettingsdorf/Traun – Jugend- und Einsteigertraining,Stadtspazierer,2026-07-09T00:00:00+02:00,2026-07-09T10:30:00+02:00,Rathaus Haid,Altes Rathaus,Schach OÖ Vereinsverzeichnis,linztermine.at (open data XML),spg nettingsdorf traun jugend einsteigertraining|2026-07-09|,stadtspazierer|2026-07-09|
,0.421,distinct,Basic Training in Standard- und Lateintänze,OK Platz Sommerfest,2026-07-03T19:15:00+02:00,2026-07-03T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,basic training standard lateintaenze|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.421,distinct,Food Safari in Linz – Linzer Innenstadt,Traces of life – Young@Art Art Award 2026,2026-07-04T13:30:00+02:00,2026-07-04T00:00:00+02:00,Linz Innenstadt,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,food safari linz linzer innenstadt|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.421,distinct,BAUERN | SCHACH | NOVELLEN (Theater),Die Oberösterreicherin. Dirndl.Kleid,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),bauern schach novellen theater|2026-07-04|9661:1900,oberoesterreicherin dirndl kleid|2026-07-04|
,0.421,distinct,Familien­sonntag – Archäologie,Sepp Auer: Linie · Fläche · Raum,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,sepp auer linie flaeche raum|2026-07-05|
,0.421,distinct,Eucharistiefeier mit Pfarrvikar Dieter Reutershahn,Monolog-Festival,2026-07-09T08:15:00+02:00,2026-07-09T00:00:00+02:00,Pfarrkirche Linz-St. Magdalena,Linz Innenstadt,Pfarre Urfahr - St. Magdalena (Diözese Linz),linztermine.at (open data XML),eucharistiefeier pfarrvikar dieter reutershahn|2026-07-09|,monolog festival|2026-07-09|
,0.421,distinct,BODY COUNTS. Körperzählungen Elisa Andessner,Kids Comp 2026 Linz,2026-10-17T00:00:00+02:00,2026-10-17T00:00:00+02:00,OK Linz,boulderbar Linz,OÖ Kulturquartier,Boulderbar Linz,body counts koerperzaehlungen elisa andessner|2026-10-17|9661:1900,kids comp linz|2026-10-17|
,0.421,distinct,Fortgeschrittene (2) 19:15-20:30 &lt;br&gt;inkl. Gold und Gold-Star,Tage der offenen Tür,2026-09-27T00:00:00+02:00,2026-09-27T00:00:00+02:00,"*Tanzschule PFEIFFER im Pfarrzentrum Hl. Geist, Linz-Dornach/Auhof",boulderbar Linz,Tanzschule PFEIFFER,Boulderbar Linz,fortgeschrittene lt br gt inkl gold gold star|2026-09-27|,tage offenen tuer|2026-09-27|
,0.42,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Standardtänze Practise,2026-07-08T00:00:00+02:00,2026-07-08T19:30:00+02:00,Domplatz,Sportunion Tanzsportklub Linz,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,standardtaenze practise|2026-07-08|
,0.42,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Wednesday Tempo mit Run Crew Linz,2026-07-08T00:00:00+02:00,2026-07-08T18:00:00+02:00,Domplatz,Runners Store Linz,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,wednesday tempo run crew linz|2026-07-08|
,0.42,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Die Zwerge freuen sich auf den Besuch,2026-07-08T00:00:00+02:00,2026-07-08T10:00:00+02:00,Domplatz,Linz Linien Grottenbahn,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,zwerge freuen sich besuch|2026-07-08|
,0.42,distinct,Advanced Training Standard und Latein,Polterrunde – Polter-Laube reservieren,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Sportunion Tanzsportklub Linz,Linzer Alm,linztermine.at (open data XML),Linzer Alm,advanced training standard latein|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.42,distinct,Dschungelbuch: Familien-Tanztheater,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T18:00:00+02:00,2026-07-07T00:00:00+02:00,Theater Maestro Linz,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,dschungelbuch familien tanztheater|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.42,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Polterrunde – Polter-Laube reservieren,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Missiongames Linz,Linzer Alm,linztermine.at (open data XML),Linzer Alm,mission indoor team abenteuer ganze familie|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.42,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Yoga-3er-Schnupperpass,2026-07-07T15:00:00+02:00,2026-07-07T00:00:00+02:00,Missiongames Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",mission indoor team abenteuer ganze familie|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.42,distinct,Rainhard Fendrich - Klassik am Dom,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-11T20:00:00+02:00,2026-07-11T00:00:00+02:00,Domplatz Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich klassik dom|2026-07-11|,sommerbespielung schaufenster kreisgefluester|2026-07-11|
,0.42,distinct,Das Josef Sonntagsfrühstück,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,Josef Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),josef sonntagsfruehstueck|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.42,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-12T00:00:00+02:00,2026-07-12T00:00:00+02:00,OK Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-12|9661:1900,sommerbespielung schaufenster kreisgefluester|2026-07-12|
,0.42,distinct,Prison Break (Escape Room),Sommerordnung der Gottesdienste (Christkönig),2026-07-12T20:00:00+02:00,2026-07-12T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),prison break escape room|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.42,distinct,Sommerordnung der Gottesdienste (Christkönig),Wudang Shan (Escape Room),2026-07-12T00:00:00+02:00,2026-07-12T20:00:00+02:00,Pfarrgemeinde Urfahr-Christkönig,Escape Room Linz: Masters Of Escape,Pfarre Urfahr - St. Junia (Diözese Linz),linztermine.at (open data XML),sommerordnung gottesdienste christkoenig|2026-07-12|,wudang shan escape room|2026-07-12|
,0.42,distinct,Markt Dornach Auhof | LINZER GENUSS MÄRKTE,Traces of life – Young@Art Art Award 2026,2026-07-04T06:30:00+02:00,2026-07-04T00:00:00+02:00,Pfarre Linz - Hl. Geist,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,markt dornach auhof linzer genuss maerkte|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.42,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-05T00:00:00+02:00,2026-07-05T00:00:00+02:00,OK Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,sommerbespielung schaufenster kreisgefluester|2026-07-05|
,0.42,distinct,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,Gerhard Haderer,2026-07-09T00:00:00+02:00,2026-07-09T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900,gerhard haderer|2026-07-09|
,0.42,distinct,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,Waldreich: Der Wald und Wir!,2026-07-09T00:00:00+02:00,2026-07-09T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900,waldreich wald wir|2026-07-09|
,0.42,distinct,Grafische Schätze aus der Sammlung Kastner,Die Oberösterreicherin. Dirndl.Kleid,2026-07-10T00:00:00+02:00,2026-07-10T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),grafische schaetze aus sammlung kastner|2026-07-10|9661:1900,oberoesterreicherin dirndl kleid|2026-07-10|
,0.419,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,Domplatz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,sommerbespielung schaufenster kreisgefluester|2026-07-08|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Kraxl Mittwoch,2026-07-08T10:00:00+02:00,2026-07-08T00:00:00+02:00,OK Linz,boulderbar Linz,linztermine.at (open data XML),Boulderbar Linz,carlos motta pleas resistance|2026-07-08|,kraxl mittwoch|2026-07-08|
,0.415,distinct,Carlos Motta: Pleas of Resistance,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T10:00:00+02:00,2026-07-08T00:00:00+02:00,OK Linz,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,carlos motta pleas resistance|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Kraxl Mittwoch,2026-07-08T20:00:00+02:00,2026-07-08T00:00:00+02:00,Escape Room Linz: Masters Of Escape,boulderbar Linz,linztermine.at (open data XML),Boulderbar Linz,escape rooms masters escape|2026-07-08|,kraxl mittwoch|2026-07-08|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Mittagspause auf dem Domplatz (Speiswagen der Caritas),2026-07-08T20:00:00+02:00,2026-07-08T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Domplatz,linztermine.at (open data XML),Mariendom Linz,escape rooms masters escape|2026-07-08|,mittagspause domplatz speiswagen caritas|2026-07-08|
,0.415,distinct,Fotoausstellung Beifang,Kraxl Mittwoch,2026-07-08T09:00:00+02:00,2026-07-08T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,boulderbar Linz,linztermine.at (open data XML),Boulderbar Linz,fotoausstellung beifang|2026-07-08|,kraxl mittwoch|2026-07-08|
,0.415,distinct,Heimstunde - Mittwoch 17:30-19:00,Monolog-Festival,2026-07-08T17:30:00+02:00,2026-07-08T00:00:00+02:00,Pfarre Hl. Geist,Linz Innenstadt,Pfadfinder*innengruppe Linz 12 – Urfahr (Linz 12),linztermine.at (open data XML),heimstunde mittwoch|2026-07-08|,monolog festival|2026-07-08|
,0.415,distinct,Heimstunde - Mittwoch 17:30-19:00,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-08T17:30:00+02:00,2026-07-08T00:00:00+02:00,Pfarre Hl. Geist,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Pfadfinder*innengruppe Linz 12 – Urfahr (Linz 12),linztermine.at (open data XML),heimstunde mittwoch|2026-07-08|,sommerbespielung schaufenster kreisgefluester|2026-07-08|
,0.415,distinct,Heimstunde - Mittwoch 17:30-19:00,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T17:30:00+02:00,2026-07-08T00:00:00+02:00,Pfarre Hl. Geist,ASKÖ – Linz / Steg,Pfadfinder*innengruppe Linz 12 – Urfahr (Linz 12),Schach OÖ Vereinsverzeichnis,heimstunde mittwoch|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Monolog-Festival,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,boulderbar Linz,Linz Innenstadt,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,monolog festival|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Peter Fellner: Glumpert,2026-07-08T00:00:00+02:00,2026-07-08T10:00:00+02:00,boulderbar Linz,OK Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,peter fellner glumpert|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Roulette Bingo,2026-07-08T00:00:00+02:00,2026-07-08T15:30:00+02:00,boulderbar Linz,Casino Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,roulette bingo|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Salsa Night,2026-07-08T00:00:00+02:00,2026-07-08T20:00:00+02:00,boulderbar Linz,"Remembar, Linz",Boulderbar Linz,LOVE2SALSA (Salsa & Bachata Workshops Linz),kraxl mittwoch|2026-07-08|,salsa night|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Sommerkino 2026,2026-07-08T00:00:00+02:00,2026-07-08T21:15:00+02:00,boulderbar Linz,Priesterseminar der Diözese Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,sommerkino|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Sommer,2026-07-08T00:00:00+02:00,2026-07-08T08:00:00+02:00,boulderbar Linz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,sommer|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T00:00:00+02:00,2026-07-08T00:00:00+02:00,boulderbar Linz,ASKÖ – Linz / Steg,Boulderbar Linz,Schach OÖ Vereinsverzeichnis,kraxl mittwoch|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Standardtänze Practise,2026-07-08T00:00:00+02:00,2026-07-08T19:30:00+02:00,boulderbar Linz,Sportunion Tanzsportklub Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,standardtaenze practise|2026-07-08|
,0.415,distinct,Kraxl Mittwoch,Wednesday Tempo mit Run Crew Linz,2026-07-08T00:00:00+02:00,2026-07-08T18:00:00+02:00,boulderbar Linz,Runners Store Linz,Boulderbar Linz,linztermine.at (open data XML),kraxl mittwoch|2026-07-08|,wednesday tempo run crew linz|2026-07-08|
,0.415,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Peter Fellner: Glumpert,2026-07-08T00:00:00+02:00,2026-07-08T10:00:00+02:00,Domplatz,OK Linz,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,peter fellner glumpert|2026-07-08|
,0.415,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Roulette Bingo,2026-07-08T00:00:00+02:00,2026-07-08T15:30:00+02:00,Domplatz,Casino Linz,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,roulette bingo|2026-07-08|
,0.415,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Salsa Night,2026-07-08T00:00:00+02:00,2026-07-08T20:00:00+02:00,Domplatz,"Remembar, Linz",Mariendom Linz,LOVE2SALSA (Salsa & Bachata Workshops Linz),mittagspause domplatz speiswagen caritas|2026-07-08|,salsa night|2026-07-08|
,0.415,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Sommerkino 2026,2026-07-08T00:00:00+02:00,2026-07-08T21:15:00+02:00,Domplatz,Priesterseminar der Diözese Linz,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,sommerkino|2026-07-08|
,0.415,distinct,Mittagspause auf dem Domplatz (Speiswagen der Caritas),Sommer,2026-07-08T00:00:00+02:00,2026-07-08T08:00:00+02:00,Domplatz,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Mariendom Linz,linztermine.at (open data XML),mittagspause domplatz speiswagen caritas|2026-07-08|,sommer|2026-07-08|
,0.415,distinct,Monolog-Festival,Salsa Night,2026-07-08T00:00:00+02:00,2026-07-08T20:00:00+02:00,Linz Innenstadt,"Remembar, Linz",linztermine.at (open data XML),LOVE2SALSA (Salsa & Bachata Workshops Linz),monolog festival|2026-07-08|,salsa night|2026-07-08|
,0.415,distinct,Monolog-Festival,Wochentagsmesse,2026-07-08T00:00:00+02:00,2026-07-08T08:00:00+02:00,Linz Innenstadt,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,monolog festival|2026-07-08|,wochentagsmesse|2026-07-08|
,0.415,distinct,Peter Fellner: Glumpert,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T10:00:00+02:00,2026-07-08T00:00:00+02:00,OK Linz,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,peter fellner glumpert|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.415,distinct,Roulette Bingo,SPG ASKÖ Linz Steg - Voest – Vereinsabend,2026-07-08T15:30:00+02:00,2026-07-08T00:00:00+02:00,Casino Linz,ASKÖ – Linz / Steg,linztermine.at (open data XML),Schach OÖ Vereinsverzeichnis,roulette bingo|2026-07-08|,spg askoe linz steg voest vereinsabend|2026-07-08|
,0.415,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Wochentagsmesse,2026-07-08T00:00:00+02:00,2026-07-08T08:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,sommerbespielung schaufenster kreisgefluester|2026-07-08|,wochentagsmesse|2026-07-08|
,0.415,distinct,SPG ASKÖ Linz Steg - Voest – Vereinsabend,Wochentagsmesse,2026-07-08T00:00:00+02:00,2026-07-08T08:00:00+02:00,ASKÖ – Linz / Steg,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",Schach OÖ Vereinsverzeichnis,Pfarre Linz Christkönig,spg askoe linz steg voest vereinsabend|2026-07-08|,wochentagsmesse|2026-07-08|
,0.415,distinct,SPG ASKÖ Linz Steg - Voest – Vereinsabend,Die Zwerge freuen sich auf den Besuch,2026-07-08T00:00:00+02:00,2026-07-08T10:00:00+02:00,ASKÖ – Linz / Steg,Linz Linien Grottenbahn,Schach OÖ Vereinsverzeichnis,linztermine.at (open data XML),spg askoe linz steg voest vereinsabend|2026-07-08|,zwerge freuen sich besuch|2026-07-08|
,0.415,distinct,Advanced Training Standard und Latein,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Sportunion Tanzsportklub Linz,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,advanced training standard latein|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Advanced Training Standard und Latein,Yoga-5er-Block,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Sportunion Tanzsportklub Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",advanced training standard latein|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Advanced Training Standard und Latein,Yoga-3er-Schnupperpass,2026-07-07T19:00:00+02:00,2026-07-07T00:00:00+02:00,Sportunion Tanzsportklub Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",advanced training standard latein|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Nouera Feelgood Club, Landstraße 22, 4020 Linz",linztermine.at (open data XML),Nouera Feelgood Club,carlos motta pleas resistance|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Private Yogastunden,2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",carlos motta pleas resistance|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Yoga-5er-Block,2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",carlos motta pleas resistance|2026-07-07|,yoga er block|2026-07-07|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Yoga-3er-Schnupperpass,2026-07-07T10:00:00+02:00,2026-07-07T00:00:00+02:00,OK Linz,"Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",linztermine.at (open data XML),"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",carlos motta pleas resistance|2026-07-07|,yoga er schnupperpass|2026-07-07|
,0.415,distinct,Dienstags-Kajaktraining (Bewegt im Park),Nouera Feelgood Club Kurse (wöchentlich),2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,"ASKÖ Kajakverein Donau Linz, Heilhamerweg 2, 4040 Linz","Nouera Feelgood Club, Landstraße 22, 4020 Linz",ASKÖ Kajakverein Donau Linz,Nouera Feelgood Club,dienstags kajaktraining bewegt park|2026-07-07|,nouera feelgood club kurse woechentlich|2026-07-07|
,0.415,distinct,Dienstags-Kajaktraining (Bewegt im Park),Polterrunde – Polter-Laube reservieren,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,"ASKÖ Kajakverein Donau Linz, Heilhamerweg 2, 4040 Linz",Linzer Alm,ASKÖ Kajakverein Donau Linz,Linzer Alm,dienstags kajaktraining bewegt park|2026-07-07|,polterrunde polter laube reservieren|2026-07-07|
,0.415,distinct,Dienstags-Kajaktraining (Bewegt im Park),Private Yogastunden,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,"ASKÖ Kajakverein Donau Linz, Heilhamerweg 2, 4040 Linz","Yogainstitut Klammstraße 7 (Innenhof), 4020 Linz",ASKÖ Kajakverein Donau Linz,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",dienstags kajaktraining bewegt park|2026-07-07|,private yogastunden|2026-07-07|
,0.415,distinct,Dienstags-Kajaktraining (Bewegt im Park),Yoga-5er-Block,2026-07-07T17:30:00+02:00,2026-07-07T00:00:00+02:00,"ASKÖ Kajakverein Donau Linz, Heilhamerweg 2, 4040 Linz","Yogainstitut, Klammstraße 7 – Innenhof, 4020 Linz",ASKÖ Kajakverein Donau Linz,"Downtempo Yoga Linz (Yogainstitut, Dr. Maximiliane Buchner)",dienstags kajaktraining bewegt park|2026-07-07|,yoga er block|2026-07-07|
